,x,s,n,t,p.1,f,c,n.1,k,e,e.1,s.1,s.2,w,w.1,p.2,w.2,o,p.3,k.1,s.3,u
301,5,2,9,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
302,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
303,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
304,5,0,4,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,5,0
305,0,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
306,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
307,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1
308,5,0,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1
309,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1
310,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1
311,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
312,5,0,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
313,0,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
314,5,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
315,5,2,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
316,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
317,5,0,8,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
318,2,2,8,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
319,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
320,2,0,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0
321,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1
322,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
323,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
324,0,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
325,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3
326,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
327,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
328,0,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
329,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,5
330,0,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
331,0,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
332,0,3,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
333,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
334,5,0,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,2,5,0
335,5,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,1
336,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
337,5,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5
338,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1
339,5,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
340,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1
341,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
342,2,0,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
343,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1
344,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
345,5,0,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
346,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
347,2,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1
348,5,0,4,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,5,5
349,2,2,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
350,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4
351,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
352,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
353,5,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,4
354,4,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5
355,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4
356,5,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5
357,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4
358,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
359,5,0,4,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,3,3,1
360,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
361,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1
362,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4
363,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
364,2,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
365,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4
366,5,0,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
367,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
368,5,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1
369,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,1
370,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1
371,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
372,4,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,5,5
373,5,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
374,0,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1
375,4,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5
376,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
377,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
378,0,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1
379,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5
380,5,2,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1
381,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
382,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
383,5,0,4,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,5,0
384,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5
385,5,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,4
386,5,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
387,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
388,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
389,0,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3
390,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3
391,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1
392,5,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
393,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1
394,5,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
395,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3
396,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
397,5,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
398,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5
399,0,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
400,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
401,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
402,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
403,5,2,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
404,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
405,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1
406,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3
407,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
408,5,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,4
409,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
410,5,2,4,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1
411,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4
412,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,1
413,5,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1
414,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
415,5,0,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
416,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,5
417,5,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
418,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1
419,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
420,0,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
421,5,3,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,5
422,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1
423,5,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3
424,5,2,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
425,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4
426,0,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3
427,5,2,8,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1
428,2,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
429,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1
430,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,1
431,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1
432,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1
433,2,2,8,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
434,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
435,5,0,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
436,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
437,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3
438,5,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4
439,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
440,5,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
441,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4
442,5,3,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
443,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
444,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,1
445,5,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1
446,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1
447,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
448,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,5,0
449,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
450,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
451,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3
452,5,0,9,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
453,0,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
454,5,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,0,1
455,0,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
456,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
457,2,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,4
458,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,4
459,5,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
460,2,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,1
461,0,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
462,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3
463,5,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
464,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,1
465,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3
466,5,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
467,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
468,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4
469,5,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
470,5,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
471,2,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
472,4,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5
473,2,2,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
474,2,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5
475,5,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,5,5
476,0,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
477,5,2,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
478,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
479,0,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
480,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
481,2,2,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
482,2,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,5,5
483,2,2,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0
484,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1
485,5,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
486,4,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,5,5
487,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4
488,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4
489,2,0,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
490,2,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1
491,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
492,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4
493,5,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1
494,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,3
495,2,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
496,2,3,4,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,1
497,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
498,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
499,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1
500,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1
501,5,2,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3
502,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
503,0,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
504,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,1
505,5,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1
506,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,0,1
507,5,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
508,2,0,3,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
509,2,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,5,5
510,0,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1
511,5,0,8,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
512,4,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5
513,5,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,4,5
514,5,0,8,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1
515,5,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,4
516,0,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
517,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1
518,5,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,2,1
519,5,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
520,0,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
521,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4
522,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,5
523,2,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5
524,0,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
525,2,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,3,4
526,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
527,5,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5
528,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,4
529,5,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,4
530,5,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1
531,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,1
532,2,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,5,4
533,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,1
534,5,0,8,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,3,1
535,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3
536,4,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
537,5,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3
538,2,2,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
539,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3
540,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1
541,5,3,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
542,5,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,1
543,2,0,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,0,1
544,5,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3
545,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3
546,2,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,3,4,5
547,5,0,9,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0
548,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
549,2,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,5,5
550,5,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1
551,5,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4
552,2,2,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0
553,5,2,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,1
554,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,4
555,5,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5
556,5,0,8,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0
557,5,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
558,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
559,0,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,1
560,5,2,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0
561,5,2,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,6,4,0
562,5,0,8,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1
563,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
564,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1
565,5,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1
566,2,2,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1
567,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,3,1
568,0,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3
569,5,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3
570,2,0,9,1,3,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0
571,5,2,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
572,0,3,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1
573,5,3,4,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,1
574,5,2,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1
575,5,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5
576,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,1
577,5,3,9,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,1
578,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,1
579,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3
580,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3
581,5,3,8,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1
582,5,3,9,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,5,1
583,2,3,9,1,0,1,0,0,10,0,4,2,3,7,7,0,2,1,4,2,3,1
584,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3
585,4,0,3,0,5,1,0,1,2,0,3,2,2,7,7,0,2,1,4,2,4,5
586,2,0,4,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,5,5
587,4,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5
588,5,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
589,5,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,3,5
590,5,2,3,0,5,1,1,0,3,1,3,2,0,7,7,0,2,1,0,2,3,1
591,5,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,1
592,5,3,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1
593,5,2,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3
594,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5
595,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,3
596,0,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3
597,5,3,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,3,1
598,5,2,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5
599,5,2,3,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1
600,5,3,4,1,3,1,0,0,10,0,4,2,3,7,7,0,2,1,4,3,5,1
601,2,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1
602,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4
